name,role,component,layer,dtype,shape,params
model.layers.32.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,32.0,BF16,"(256, 3072)",786432
model.layers.33.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,33.0,BF16,"(3072, 12288)",37748736
model.layers.33.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,33.0,BF16,"(12288, 3072)",37748736
model.layers.33.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,33.0,BF16,"(12288, 3072)",37748736
model.layers.33.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,33.0,BF16,"(3072,)",3072
model.layers.33.mamba.A_log,model.layers.N.mamba.A_log,language model,33.0,BF16,"(24,)",24
model.layers.33.mamba.D,model.layers.N.mamba.D,language model,33.0,BF16,"(24,)",24
model.layers.33.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,33.0,BF16,"(3584,)",3584
model.layers.33.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,33.0,BF16,"(3584, 1, 4)",14336
model.layers.33.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,33.0,BF16,"(24,)",24
model.layers.33.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,33.0,BF16,"(6680, 3072)",20520960
model.layers.33.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,33.0,BF16,"(3072,)",3072
model.layers.33.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,33.0,BF16,"(3072, 3072)",9437184
model.layers.33.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,33.0,BF16,"(3072,)",3072
model.layers.33.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,33.0,BF16,"(256, 3072)",786432
model.layers.33.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,33.0,BF16,"(3072, 1536)",4718592
model.layers.33.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,33.0,BF16,"(1536, 3072)",4718592
model.layers.33.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,33.0,BF16,"(256, 3072)",786432
model.layers.34.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,34.0,BF16,"(3072, 12288)",37748736
model.layers.34.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,34.0,BF16,"(12288, 3072)",37748736
model.layers.34.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,34.0,BF16,"(12288, 3072)",37748736
model.layers.34.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,34.0,BF16,"(3072,)",3072
model.layers.34.mamba.A_log,model.layers.N.mamba.A_log,language model,34.0,BF16,"(24,)",24
model.layers.34.mamba.D,model.layers.N.mamba.D,language model,34.0,BF16,"(24,)",24
model.layers.34.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,34.0,BF16,"(3584,)",3584
model.layers.34.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,34.0,BF16,"(3584, 1, 4)",14336
model.layers.34.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,34.0,BF16,"(24,)",24
model.layers.34.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,34.0,BF16,"(6680, 3072)",20520960
model.layers.34.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,34.0,BF16,"(3072,)",3072
model.layers.34.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,34.0,BF16,"(3072, 3072)",9437184
model.layers.34.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,34.0,BF16,"(3072,)",3072
model.layers.34.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,34.0,BF16,"(256, 3072)",786432
model.layers.34.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,34.0,BF16,"(3072, 1536)",4718592
model.layers.34.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,34.0,BF16,"(1536, 3072)",4718592
model.layers.34.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,34.0,BF16,"(256, 3072)",786432
model.layers.35.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,35.0,BF16,"(3072, 12288)",37748736
model.layers.35.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,35.0,BF16,"(12288, 3072)",37748736
model.layers.35.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,35.0,BF16,"(12288, 3072)",37748736
model.layers.35.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,35.0,BF16,"(3072,)",3072
model.layers.35.mamba.A_log,model.layers.N.mamba.A_log,language model,35.0,BF16,"(24,)",24
model.layers.35.mamba.D,model.layers.N.mamba.D,language model,35.0,BF16,"(24,)",24
model.layers.35.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,35.0,BF16,"(3584,)",3584
model.layers.35.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,35.0,BF16,"(3584, 1, 4)",14336
model.layers.35.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,35.0,BF16,"(24,)",24
model.layers.35.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,35.0,BF16,"(6680, 3072)",20520960
model.layers.35.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,35.0,BF16,"(3072,)",3072
model.layers.35.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,35.0,BF16,"(3072, 3072)",9437184
model.layers.35.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,35.0,BF16,"(3072,)",3072
model.layers.35.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,35.0,BF16,"(256, 3072)",786432
model.layers.35.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,35.0,BF16,"(3072, 1536)",4718592
model.layers.35.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,35.0,BF16,"(1536, 3072)",4718592
model.layers.35.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,35.0,BF16,"(256, 3072)",786432
model.layers.36.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,36.0,BF16,"(3072, 12288)",37748736
model.layers.36.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,36.0,BF16,"(12288, 3072)",37748736
model.layers.36.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,36.0,BF16,"(12288, 3072)",37748736
model.layers.36.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,36.0,BF16,"(3072,)",3072
model.layers.36.mamba.A_log,model.layers.N.mamba.A_log,language model,36.0,BF16,"(24,)",24
model.layers.36.mamba.D,model.layers.N.mamba.D,language model,36.0,BF16,"(24,)",24
model.layers.36.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,36.0,BF16,"(3584,)",3584
model.layers.36.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,36.0,BF16,"(3584, 1, 4)",14336
model.layers.36.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,36.0,BF16,"(24,)",24
model.layers.36.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,36.0,BF16,"(6680, 3072)",20520960
model.layers.36.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,36.0,BF16,"(3072,)",3072
model.layers.36.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,36.0,BF16,"(3072, 3072)",9437184
model.layers.36.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,36.0,BF16,"(3072,)",3072
model.layers.36.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,36.0,BF16,"(256, 3072)",786432
model.layers.36.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,36.0,BF16,"(3072, 1536)",4718592
model.layers.36.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,36.0,BF16,"(1536, 3072)",4718592
model.layers.36.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,36.0,BF16,"(256, 3072)",786432
model.layers.37.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,37.0,BF16,"(3072, 12288)",37748736
model.layers.37.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,37.0,BF16,"(12288, 3072)",37748736
model.layers.37.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,37.0,BF16,"(12288, 3072)",37748736
model.layers.37.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,37.0,BF16,"(3072,)",3072
model.layers.37.mamba.A_log,model.layers.N.mamba.A_log,language model,37.0,BF16,"(24,)",24
model.layers.37.mamba.D,model.layers.N.mamba.D,language model,37.0,BF16,"(24,)",24
model.layers.37.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,37.0,BF16,"(3584,)",3584
model.layers.37.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,37.0,BF16,"(3584, 1, 4)",14336
model.layers.37.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,37.0,BF16,"(24,)",24
model.layers.37.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,37.0,BF16,"(6680, 3072)",20520960
model.layers.37.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,37.0,BF16,"(3072,)",3072
model.layers.37.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,37.0,BF16,"(3072, 3072)",9437184
model.layers.37.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,37.0,BF16,"(3072,)",3072
model.layers.37.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,37.0,BF16,"(256, 3072)",786432
model.layers.37.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,37.0,BF16,"(3072, 1536)",4718592
model.layers.37.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,37.0,BF16,"(1536, 3072)",4718592
model.layers.37.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,37.0,BF16,"(256, 3072)",786432
model.layers.38.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,38.0,BF16,"(3072, 12288)",37748736
model.layers.38.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,38.0,BF16,"(12288, 3072)",37748736
model.layers.38.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,38.0,BF16,"(12288, 3072)",37748736
model.layers.38.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,38.0,BF16,"(3072,)",3072
model.layers.38.mamba.A_log,model.layers.N.mamba.A_log,language model,38.0,BF16,"(24,)",24
model.layers.38.mamba.D,model.layers.N.mamba.D,language model,38.0,BF16,"(24,)",24
model.layers.38.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,38.0,BF16,"(3584,)",3584
model.layers.38.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,38.0,BF16,"(3584, 1, 4)",14336
model.layers.38.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,38.0,BF16,"(24,)",24
model.layers.38.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,38.0,BF16,"(6680, 3072)",20520960
model.layers.38.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,38.0,BF16,"(3072,)",3072
model.layers.38.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,38.0,BF16,"(3072, 3072)",9437184
model.layers.38.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,38.0,BF16,"(3072,)",3072
model.layers.38.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,38.0,BF16,"(256, 3072)",786432
model.layers.38.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,38.0,BF16,"(3072, 1536)",4718592
model.layers.38.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,38.0,BF16,"(1536, 3072)",4718592
model.layers.38.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,38.0,BF16,"(256, 3072)",786432
model.layers.39.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,39.0,BF16,"(3072, 12288)",37748736
model.layers.39.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,39.0,BF16,"(12288, 3072)",37748736
model.layers.39.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,39.0,BF16,"(12288, 3072)",37748736
model.layers.39.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,39.0,BF16,"(3072,)",3072
model.layers.39.mamba.A_log,model.layers.N.mamba.A_log,language model,39.0,BF16,"(24,)",24
model.layers.39.mamba.D,model.layers.N.mamba.D,language model,39.0,BF16,"(24,)",24
model.layers.39.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,39.0,BF16,"(3584,)",3584
model.layers.39.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,39.0,BF16,"(3584, 1, 4)",14336
model.layers.39.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,39.0,BF16,"(24,)",24
model.layers.39.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,39.0,BF16,"(6680, 3072)",20520960
model.layers.39.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,39.0,BF16,"(3072,)",3072
model.layers.39.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,39.0,BF16,"(3072, 3072)",9437184
model.layers.39.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,39.0,BF16,"(3072,)",3072
model.layers.39.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,39.0,BF16,"(256, 3072)",786432
model.layers.39.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,39.0,BF16,"(3072, 1536)",4718592
model.layers.39.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,39.0,BF16,"(1536, 3072)",4718592
model.layers.39.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,39.0,BF16,"(256, 3072)",786432
model.layers.4.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,4.0,BF16,"(3072, 12288)",37748736
model.layers.4.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,4.0,BF16,"(12288, 3072)",37748736
model.layers.4.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,4.0,BF16,"(12288, 3072)",37748736
model.layers.4.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,4.0,BF16,"(3072,)",3072
model.layers.4.mamba.A_log,model.layers.N.mamba.A_log,language model,4.0,BF16,"(24,)",24
model.layers.4.mamba.D,model.layers.N.mamba.D,language model,4.0,BF16,"(24,)",24
model.layers.4.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,4.0,BF16,"(3584,)",3584
model.layers.4.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,4.0,BF16,"(3584, 1, 4)",14336
model.layers.4.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,4.0,BF16,"(24,)",24
model.layers.4.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,4.0,BF16,"(6680, 3072)",20520960
model.layers.4.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,4.0,BF16,"(3072,)",3072
model.layers.4.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,4.0,BF16,"(3072, 3072)",9437184
model.layers.4.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,4.0,BF16,"(3072,)",3072
model.layers.4.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,4.0,BF16,"(256, 3072)",786432
model.layers.4.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,4.0,BF16,"(3072, 1536)",4718592
model.layers.4.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,4.0,BF16,"(1536, 3072)",4718592
model.layers.4.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,4.0,BF16,"(256, 3072)",786432
model.layers.40.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,40.0,BF16,"(3072, 12288)",37748736
model.layers.40.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,40.0,BF16,"(12288, 3072)",37748736
model.layers.40.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,40.0,BF16,"(12288, 3072)",37748736
model.layers.40.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,40.0,BF16,"(3072,)",3072
model.layers.40.mamba.A_log,model.layers.N.mamba.A_log,language model,40.0,BF16,"(24,)",24
model.layers.40.mamba.D,model.layers.N.mamba.D,language model,40.0,BF16,"(24,)",24
model.layers.40.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,40.0,BF16,"(3584,)",3584
model.layers.40.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,40.0,BF16,"(3584, 1, 4)",14336
model.layers.40.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,40.0,BF16,"(24,)",24
model.layers.40.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,40.0,BF16,"(6680, 3072)",20520960
model.layers.40.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,40.0,BF16,"(3072,)",3072
model.layers.40.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,40.0,BF16,"(3072, 3072)",9437184
model.layers.40.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,40.0,BF16,"(3072,)",3072
model.layers.40.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,40.0,BF16,"(256, 3072)",786432
model.layers.40.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,40.0,BF16,"(3072, 1536)",4718592
model.layers.40.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,40.0,BF16,"(1536, 3072)",4718592
model.layers.40.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,40.0,BF16,"(256, 3072)",786432
model.layers.41.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,41.0,BF16,"(3072, 12288)",37748736
model.layers.41.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,41.0,BF16,"(12288, 3072)",37748736
model.layers.41.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,41.0,BF16,"(12288, 3072)",37748736
model.layers.41.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,41.0,BF16,"(3072,)",3072
model.layers.41.mamba.A_log,model.layers.N.mamba.A_log,language model,41.0,BF16,"(24,)",24
model.layers.41.mamba.D,model.layers.N.mamba.D,language model,41.0,BF16,"(24,)",24
model.layers.41.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,41.0,BF16,"(3584,)",3584
model.layers.41.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,41.0,BF16,"(3584, 1, 4)",14336
model.layers.41.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,41.0,BF16,"(24,)",24
model.layers.41.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,41.0,BF16,"(6680, 3072)",20520960
model.layers.41.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,41.0,BF16,"(3072,)",3072
model.layers.41.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,41.0,BF16,"(3072, 3072)",9437184
model.layers.41.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,41.0,BF16,"(3072,)",3072
model.layers.41.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,41.0,BF16,"(256, 3072)",786432
model.layers.41.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,41.0,BF16,"(3072, 1536)",4718592
model.layers.41.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,41.0,BF16,"(1536, 3072)",4718592
model.layers.41.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,41.0,BF16,"(256, 3072)",786432
model.layers.42.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,42.0,BF16,"(3072, 12288)",37748736
model.layers.42.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,42.0,BF16,"(12288, 3072)",37748736
model.layers.42.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,42.0,BF16,"(12288, 3072)",37748736
model.layers.42.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,42.0,BF16,"(3072,)",3072
model.layers.42.mamba.A_log,model.layers.N.mamba.A_log,language model,42.0,BF16,"(24,)",24
model.layers.42.mamba.D,model.layers.N.mamba.D,language model,42.0,BF16,"(24,)",24
model.layers.42.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,42.0,BF16,"(3584,)",3584
model.layers.42.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,42.0,BF16,"(3584, 1, 4)",14336
model.layers.42.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,42.0,BF16,"(24,)",24
model.layers.42.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,42.0,BF16,"(6680, 3072)",20520960
model.layers.42.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,42.0,BF16,"(3072,)",3072
model.layers.42.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,42.0,BF16,"(3072, 3072)",9437184
model.layers.42.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,42.0,BF16,"(3072,)",3072
model.layers.42.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,42.0,BF16,"(256, 3072)",786432
model.layers.42.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,42.0,BF16,"(3072, 1536)",4718592
model.layers.42.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,42.0,BF16,"(1536, 3072)",4718592
model.layers.42.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,42.0,BF16,"(256, 3072)",786432
model.layers.43.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,43.0,BF16,"(3072, 12288)",37748736
model.layers.43.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,43.0,BF16,"(12288, 3072)",37748736
model.layers.43.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,43.0,BF16,"(12288, 3072)",37748736
model.layers.43.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,43.0,BF16,"(3072,)",3072
model.layers.43.mamba.A_log,model.layers.N.mamba.A_log,language model,43.0,BF16,"(24,)",24
model.layers.43.mamba.D,model.layers.N.mamba.D,language model,43.0,BF16,"(24,)",24
model.layers.43.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,43.0,BF16,"(3584,)",3584
model.layers.43.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,43.0,BF16,"(3584, 1, 4)",14336
model.layers.43.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,43.0,BF16,"(24,)",24
model.layers.43.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,43.0,BF16,"(6680, 3072)",20520960
model.layers.43.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,43.0,BF16,"(3072,)",3072
model.layers.43.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,43.0,BF16,"(3072, 3072)",9437184
model.layers.43.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,43.0,BF16,"(3072,)",3072
model.layers.43.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,43.0,BF16,"(256, 3072)",786432
model.layers.43.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,43.0,BF16,"(3072, 1536)",4718592
model.layers.43.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,43.0,BF16,"(1536, 3072)",4718592
model.layers.43.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,43.0,BF16,"(256, 3072)",786432
model.layers.5.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,5.0,BF16,"(3072, 12288)",37748736
model.layers.5.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,5.0,BF16,"(12288, 3072)",37748736
model.layers.5.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,5.0,BF16,"(12288, 3072)",37748736
model.layers.5.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,5.0,BF16,"(3072,)",3072
model.layers.5.mamba.A_log,model.layers.N.mamba.A_log,language model,5.0,BF16,"(24,)",24
model.layers.5.mamba.D,model.layers.N.mamba.D,language model,5.0,BF16,"(24,)",24
model.layers.5.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,5.0,BF16,"(3584,)",3584
model.layers.5.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,5.0,BF16,"(3584, 1, 4)",14336
model.layers.5.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,5.0,BF16,"(24,)",24
model.layers.5.mamba.in_proj.weight,model.layers.N.mamba.in_proj.weight,language model,5.0,BF16,"(6680, 3072)",20520960
model.layers.5.mamba.norm.weight,model.layers.N.mamba.norm.weight,language model,5.0,BF16,"(3072,)",3072
model.layers.5.mamba.out_proj.weight,model.layers.N.mamba.out_proj.weight,language model,5.0,BF16,"(3072, 3072)",9437184
model.layers.5.pre_ff_layernorm.weight,model.layers.N.pre_ff_layernorm.weight,language model,5.0,BF16,"(3072,)",3072
model.layers.5.self_attn.k_proj.weight,model.layers.N.self_attn.k_proj.weight,language model,5.0,BF16,"(256, 3072)",786432
model.layers.5.self_attn.o_proj.weight,model.layers.N.self_attn.o_proj.weight,language model,5.0,BF16,"(3072, 1536)",4718592
model.layers.5.self_attn.q_proj.weight,model.layers.N.self_attn.q_proj.weight,language model,5.0,BF16,"(1536, 3072)",4718592
model.layers.5.self_attn.v_proj.weight,model.layers.N.self_attn.v_proj.weight,language model,5.0,BF16,"(256, 3072)",786432
model.layers.6.feed_forward.down_proj.weight,model.layers.N.feed_forward.down_proj.weight,language model,6.0,BF16,"(3072, 12288)",37748736
model.layers.6.feed_forward.gate_proj.weight,model.layers.N.feed_forward.gate_proj.weight,language model,6.0,BF16,"(12288, 3072)",37748736
model.layers.6.feed_forward.up_proj.weight,model.layers.N.feed_forward.up_proj.weight,language model,6.0,BF16,"(12288, 3072)",37748736
model.layers.6.input_layernorm.weight,model.layers.N.input_layernorm.weight,language model,6.0,BF16,"(3072,)",3072
model.layers.6.mamba.A_log,model.layers.N.mamba.A_log,language model,6.0,BF16,"(24,)",24
model.layers.6.mamba.D,model.layers.N.mamba.D,language model,6.0,BF16,"(24,)",24
model.layers.6.mamba.conv1d.bias,model.layers.N.mamba.conv1d.bias,language model,6.0,BF16,"(3584,)",3584
model.layers.6.mamba.conv1d.weight,model.layers.N.mamba.conv1d.weight,language model,6.0,BF16,"(3584, 1, 4)",14336
model.layers.6.mamba.dt_bias,model.layers.N.mamba.dt_bias,language model,6.0,BF16,"(24,)",24
